customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_total,rfm_label
CLR-00501,360,4,514.79,2,2,2,6,Lost
CLR-00502,51,5,700.04,4,2,3,9,New Customers
CLR-00503,198,3,216.92,2,2,1,5,Lost
CLR-00504,282,3,731.26,2,2,3,7,Lost
CLR-00505,419,2,221.81,1,1,1,3,Lost
CLR-00506,335,2,108.71,2,1,1,4,Lost
CLR-00507,656,4,284.79,1,2,2,5,Lost
CLR-00508,63,4,356.37,4,2,2,8,New Customers
CLR-00509,537,1,34.76,1,1,1,3,Lost
CLR-00510,279,5,455.28,2,2,2,6,Lost
CLR-00511,21,16,1397.95,5,5,4,14,Champions
CLR-00512,9,14,1937.23,5,5,5,15,Champions
CLR-00513,71,23,2656.28,3,5,5,13,Loyal Customers
CLR-00514,30,6,534.95,4,3,3,10,Loyal Customers
CLR-00515,50,4,678.53,4,2,3,9,New Customers
CLR-00517,147,1,181.9,3,1,1,5,Other
CLR-00518,28,11,1287.55,5,4,4,13,Champions
CLR-00519,20,11,1677.04,5,4,5,14,Champions
CLR-00520,52,5,396.91,4,2,2,8,New Customers
CLR-00521,236,10,1184.27,2,4,4,10,At Risk
CLR-00522,484,9,878.58,1,4,3,8,At Risk
CLR-00523,276,3,260.73,2,2,2,6,Lost
CLR-00524,66,9,1559.89,4,4,5,13,Champions
CLR-00525,545,14,1472.93,1,5,4,10,At Risk
CLR-00526,2,10,886.52,5,4,3,12,Loyal Customers
CLR-00527,323,4,243.76,2,2,1,5,Lost
CLR-00528,56,6,976.37,4,3,4,11,Loyal Customers
CLR-00529,77,1,63.67,3,1,1,5,Other
CLR-00530,7,5,465.02,5,2,2,9,New Customers
CLR-00531,35,17,1713.99,4,5,5,14,Champions
CLR-00532,444,1,137.62,1,1,1,3,Lost
CLR-00533,386,31,3220.19,1,5,5,11,At Risk
CLR-00534,422,1,92.33,1,1,1,3,Lost
CLR-00535,66,3,414.1,4,2,2,8,New Customers
CLR-00536,1041,1,30.42,1,1,1,3,Lost
CLR-00537,586,6,503.4,1,3,2,6,Other
CLR-00538,412,1,299.85,1,1,2,4,Lost
CLR-00539,579,2,193.54,1,1,1,3,Lost
CLR-00540,142,12,1449.19,3,4,4,11,Loyal Customers
CLR-00541,112,7,1128.84,3,3,4,10,Loyal Customers
CLR-00542,588,11,884.96,1,4,3,8,At Risk
CLR-00543,48,2,286.02,4,1,2,7,New Customers
CLR-00544,78,10,1157.83,3,4,4,11,Loyal Customers
CLR-00545,297,8,781.58,2,3,3,8,At Risk
CLR-00546,10,16,2162.61,5,5,5,15,Champions
CLR-00547,310,7,557.44,2,3,3,8,At Risk
CLR-00548,272,5,428.88,2,2,2,6,Lost
CLR-00549,154,6,760.89,3,3,3,9,Loyal Customers
CLR-00550,916,1,73.43,1,1,1,3,Lost
CLR-00551,2,4,869.99,5,2,3,10,New Customers
CLR-00552,29,14,1181.61,5,5,4,14,Champions
CLR-00553,11,20,1919.16,5,5,5,15,Champions
CLR-00554,7,7,747.65,5,3,3,11,Loyal Customers
CLR-00555,352,8,638.42,2,3,3,8,At Risk
CLR-00556,38,22,2269.41,4,5,5,14,Champions
CLR-00557,46,7,685.92,4,3,3,10,Loyal Customers
CLR-00558,452,5,358.94,1,2,2,5,Lost
CLR-00559,27,5,748.44,5,2,3,10,New Customers
CLR-00560,24,18,2053.26,5,5,5,15,Champions
CLR-00561,39,16,1279.28,4,5,4,13,Champions
CLR-00562,164,7,770.5,2,3,3,8,At Risk
CLR-00563,40,15,1555.1,4,5,5,14,Champions
CLR-00564,33,7,812.55,4,3,3,10,Loyal Customers
CLR-00565,550,3,310.54,1,2,2,5,Lost
CLR-00566,28,7,725.36,5,3,3,11,Loyal Customers
CLR-00567,199,8,1133.21,2,3,4,9,At Risk
CLR-00568,138,1,101.52,3,1,1,5,Other
CLR-00569,37,7,992.86,4,3,4,11,Loyal Customers
CLR-00570,93,4,395.16,3,2,2,7,Potential Loyalists
CLR-00571,102,26,2702.24,3,5,5,13,Loyal Customers
CLR-00572,146,4,381.02,3,2,2,7,Potential Loyalists
CLR-00573,456,1,159.72,1,1,1,3,Lost
CLR-00574,311,5,557.87,2,2,3,7,Lost
CLR-00575,265,1,59.92,2,1,1,4,Lost
CLR-00576,28,20,2693.09,5,5,5,15,Champions
CLR-00577,49,1,52.43,4,1,1,6,New Customers
CLR-00578,302,9,1484.79,2,4,5,11,At Risk
CLR-00579,34,11,1728.96,4,4,5,13,Champions
CLR-00580,51,18,2304.15,4,5,5,14,Champions
CLR-00581,93,5,663.63,3,2,3,8,Potential Loyalists
CLR-00582,372,1,49.52,2,1,1,4,Lost
CLR-00583,166,10,772.22,2,4,3,9,At Risk
CLR-00584,20,20,2714.23,5,5,5,15,Champions
CLR-00585,22,14,1316.9,5,5,4,14,Champions
CLR-00586,6,22,2095.09,5,5,5,15,Champions
CLR-00587,28,1,37.71,5,1,1,7,New Customers
CLR-00588,1,25,2690.15,5,5,5,15,Champions
CLR-00589,655,1,281.44,1,1,2,4,Lost
CLR-00590,427,9,1191.52,1,4,4,9,At Risk
CLR-00591,248,19,1799.31,2,5,5,12,At Risk
CLR-00592,443,4,482.33,1,2,2,5,Lost
CLR-00594,516,3,432.54,1,2,2,5,Lost
CLR-00595,2,13,1626.15,5,5,5,15,Champions
CLR-00597,2,11,846.99,5,4,3,12,Loyal Customers
CLR-00598,48,16,1376.4,4,5,4,13,Champions
CLR-00599,38,20,1885.79,4,5,5,14,Champions
CLR-00600,623,7,739.72,1,3,3,7,At Risk
CLR-00601,294,2,361.82,2,1,2,5,Lost
CLR-00602,117,16,1767.61,3,5,5,13,Loyal Customers
CLR-00603,77,17,2224.73,3,5,5,13,Loyal Customers
CLR-00604,160,7,872.65,3,3,3,9,Loyal Customers
CLR-00605,188,15,1660.52,2,5,5,12,At Risk
CLR-00607,57,10,1229.83,4,4,4,12,Champions
CLR-00608,23,11,1530.47,5,4,5,14,Champions
CLR-00609,408,10,1469.31,1,4,4,9,At Risk
CLR-00610,276,7,445.82,2,3,2,7,Other
CLR-00611,15,4,636.85,5,2,3,10,New Customers
CLR-00613,237,2,109.8,2,1,1,4,Lost
CLR-00614,85,12,2314.89,3,4,5,12,Loyal Customers
CLR-00615,460,4,528.6,1,2,2,5,Lost
CLR-00616,1092,1,72.17,1,1,1,3,Lost
CLR-00617,225,3,471.74,2,2,2,6,Lost
CLR-00618,91,13,1679.11,3,5,5,13,Loyal Customers
CLR-00619,325,6,722.09,2,3,3,8,At Risk
CLR-00620,29,7,965.45,5,3,4,12,Loyal Customers
CLR-00621,459,2,250.32,1,1,1,3,Lost
CLR-00622,244,4,398.85,2,2,2,6,Lost
CLR-00623,17,14,1845.5,5,5,5,15,Champions
CLR-00624,391,11,1022.72,1,4,4,9,At Risk
CLR-00625,140,3,663.44,3,2,3,8,Potential Loyalists
CLR-00626,245,3,197.78,2,2,1,5,Lost
CLR-00627,271,1,102.9,2,1,1,4,Lost
CLR-00628,15,7,841.5,5,3,3,11,Loyal Customers
CLR-00629,760,3,513.61,1,2,2,5,Lost
CLR-00630,5,3,285.51,5,2,2,9,New Customers
CLR-00631,27,9,1677.8,5,4,5,14,Champions
CLR-00632,276,9,1511.38,2,4,5,11,At Risk
CLR-00633,321,2,200.7,2,1,1,4,Lost
CLR-00634,50,16,1789.14,4,5,5,14,Champions
CLR-00635,130,7,813.05,3,3,3,9,Loyal Customers
CLR-00637,7,4,403.69,5,2,2,9,New Customers
CLR-00638,436,3,288.06,1,2,2,5,Lost
CLR-00639,79,25,2792.42,3,5,5,13,Loyal Customers
CLR-00640,414,25,2904.35,1,5,5,11,At Risk
CLR-00641,200,1,37.42,2,1,1,4,Lost
CLR-00643,480,5,480.07,1,2,2,5,Lost
CLR-00644,86,4,373.41,3,2,2,7,Potential Loyalists
CLR-00645,46,8,1024.35,4,3,4,11,Loyal Customers
CLR-00647,31,18,2040.6,4,5,5,14,Champions
CLR-00648,6,11,1156.14,5,4,4,13,Champions
CLR-00649,35,16,1690.29,4,5,5,14,Champions
CLR-00650,86,1,92.9,3,1,1,5,Other
CLR-00651,5,18,2632.43,5,5,5,15,Champions
CLR-00652,163,10,1463.97,3,4,4,11,Loyal Customers
CLR-00653,130,3,352.91,3,2,2,7,Potential Loyalists
CLR-00654,39,16,1740.11,4,5,5,14,Champions
CLR-00655,563,2,422.1,1,1,2,4,Lost
CLR-00656,179,2,133.92,2,1,1,4,Lost
CLR-00657,79,16,2183.14,3,5,5,13,Loyal Customers
CLR-00658,166,8,1085.31,2,3,4,9,At Risk
CLR-00659,84,34,4312.79,3,5,5,13,Loyal Customers
CLR-00660,508,4,497.92,1,2,2,5,Lost
CLR-00661,357,6,818.41,2,3,3,8,At Risk
CLR-00662,32,25,3128.52,4,5,5,14,Champions
CLR-00663,251,5,534.84,2,2,3,7,Lost
CLR-00664,24,5,1022.46,5,2,4,11,New Customers
CLR-00665,114,3,544.71,3,2,3,8,Potential Loyalists
CLR-00666,45,19,2139.23,4,5,5,14,Champions
CLR-00667,196,8,1287.07,2,3,4,9,At Risk
CLR-00668,163,2,793.43,3,1,3,7,Potential Loyalists
CLR-00669,138,15,1239.33,3,5,4,12,Loyal Customers
CLR-00670,217,6,589.5,2,3,3,8,At Risk
CLR-00671,140,2,214.31,3,1,1,5,Other
CLR-00672,27,10,957.29,5,4,4,13,Champions
CLR-00673,62,16,1684.1,4,5,5,14,Champions
CLR-00674,16,7,1319.67,5,3,4,12,Loyal Customers
CLR-00676,44,21,2351.38,4,5,5,14,Champions
CLR-00677,91,6,675.46,3,3,3,9,Loyal Customers
CLR-00679,46,15,1622.39,4,5,5,14,Champions
CLR-00680,31,20,2023.79,4,5,5,14,Champions
CLR-00681,354,5,660.45,2,2,3,7,Lost
CLR-00682,235,9,1274.7,2,4,4,10,At Risk
CLR-00684,19,15,1103.89,5,5,4,14,Champions
CLR-00685,24,5,399.2,5,2,2,9,New Customers
CLR-00686,72,11,1167.18,3,4,4,11,Loyal Customers
CLR-00688,10,22,2366.44,5,5,5,15,Champions
CLR-00689,27,17,2633.87,5,5,5,15,Champions
CLR-00690,31,15,1237.78,4,5,4,13,Champions
CLR-00691,34,4,417.29,4,2,2,8,New Customers
CLR-00692,526,1,53.52,1,1,1,3,Lost
CLR-00693,63,14,1709.38,4,5,5,14,Champions
CLR-00694,17,11,1700.72,5,4,5,14,Champions
CLR-00695,230,1,55.71,2,1,1,4,Lost
CLR-00696,116,21,2313.58,3,5,5,13,Loyal Customers
CLR-00697,63,5,493.23,4,2,2,8,New Customers
CLR-00698,28,2,270.52,5,1,2,8,New Customers
CLR-00699,199,11,1397.94,2,4,4,10,At Risk
CLR-00700,91,2,172.82,3,1,1,5,Other
CLR-00701,527,3,292.13,1,2,2,5,Lost
CLR-00702,251,1,329.22,2,1,2,5,Lost
CLR-00703,279,1,98.91,2,1,1,4,Lost
CLR-00704,16,20,2450.0,5,5,5,15,Champions
CLR-00705,29,12,1597.9,5,4,5,14,Champions
CLR-00706,254,5,592.34,2,2,3,7,Lost
CLR-00707,204,3,293.74,2,2,2,6,Lost
CLR-00708,449,7,1046.59,1,3,4,8,At Risk
CLR-00709,353,4,236.93,2,2,1,5,Lost
CLR-00710,483,3,236.23,1,2,1,4,Lost
CLR-00711,65,16,1629.37,4,5,5,14,Champions
CLR-00712,12,10,1385.58,5,4,4,13,Champions
CLR-00713,620,1,39.02,1,1,1,3,Lost
CLR-00714,45,2,171.62,4,1,1,6,New Customers
CLR-00715,518,4,443.34,1,2,2,5,Lost
CLR-00716,10,6,831.22,5,3,3,11,Loyal Customers
CLR-00717,75,6,388.48,3,3,2,8,Potential Loyalists
CLR-00718,129,5,344.43,3,2,2,7,Potential Loyalists
CLR-00719,413,2,202.93,1,1,1,3,Lost
CLR-00720,893,1,117.9,1,1,1,3,Lost
CLR-00721,1,21,2473.0,5,5,5,15,Champions
CLR-00722,335,7,538.92,2,3,3,8,At Risk
CLR-00723,60,7,876.93,4,3,3,10,Loyal Customers
CLR-00724,11,28,2964.35,5,5,5,15,Champions
CLR-00725,125,8,1118.03,3,3,4,10,Loyal Customers
CLR-00726,46,10,930.09,4,4,4,12,Champions
CLR-00727,77,1,265.8,3,1,2,6,Potential Loyalists
CLR-00728,41,7,397.81,4,3,2,9,Potential Loyalists
CLR-00729,77,1,71.9,3,1,1,5,Other
CLR-00730,162,7,564.85,3,3,3,9,Loyal Customers
CLR-00731,4,16,1686.4,5,5,5,15,Champions
CLR-00732,514,1,57.9,1,1,1,3,Lost
CLR-00733,91,8,983.21,3,3,4,10,Loyal Customers
CLR-00735,80,10,1412.91,3,4,4,11,Loyal Customers
CLR-00736,40,8,686.89,4,3,3,10,Loyal Customers
CLR-00737,177,1,122.7,2,1,1,4,Lost
CLR-00738,179,9,752.7,2,4,3,9,At Risk
CLR-00739,52,15,1654.86,4,5,5,14,Champions
CLR-00740,97,13,1761.88,3,5,5,13,Loyal Customers
CLR-00742,607,4,499.62,1,2,2,5,Lost
CLR-00743,8,6,504.47,5,3,2,10,Potential Loyalists
CLR-00744,119,12,2038.33,3,4,5,12,Loyal Customers
CLR-00745,57,40,4573.62,4,5,5,14,Champions
CLR-00746,70,1,159.84,4,1,1,6,New Customers
CLR-00747,50,10,1152.26,4,4,4,12,Champions
CLR-00748,1057,1,68.9,1,1,1,3,Lost
CLR-00749,385,3,191.32,1,2,1,4,Lost
CLR-00750,894,2,343.23,1,1,2,4,Lost
CLR-00751,227,11,872.31,2,4,3,9,At Risk
CLR-00752,134,1,213.8,3,1,1,5,Other
CLR-00753,100,6,732.57,3,3,3,9,Loyal Customers
CLR-00754,22,12,1333.59,5,4,4,13,Champions
CLR-00755,0,10,1266.87,5,4,4,13,Champions
CLR-00756,163,20,2465.38,3,5,5,13,Loyal Customers
CLR-00758,21,7,926.4,5,3,4,12,Loyal Customers
CLR-00759,155,8,915.13,3,3,4,10,Loyal Customers
CLR-00760,123,13,1733.47,3,5,5,13,Loyal Customers
CLR-00761,31,5,817.72,4,2,3,9,New Customers
CLR-00762,15,13,1471.91,5,5,4,14,Champions
CLR-00763,349,7,600.22,2,3,3,8,At Risk
CLR-00764,20,10,1145.3,5,4,4,13,Champions
CLR-00765,25,13,1618.84,5,5,5,15,Champions
CLR-00766,473,5,605.48,1,2,3,6,Lost
CLR-00767,3,10,1253.04,5,4,4,13,Champions
CLR-00768,20,9,1103.4,5,4,4,13,Champions
CLR-00769,183,19,1982.71,2,5,5,12,At Risk
CLR-00770,303,4,449.1,2,2,2,6,Lost
CLR-00771,68,6,704.96,4,3,3,10,Loyal Customers
CLR-00772,66,1,285.8,4,1,2,7,New Customers
CLR-00773,325,10,1384.76,2,4,4,10,At Risk
CLR-00774,516,16,1157.23,1,5,4,10,At Risk
CLR-00775,216,11,1294.63,2,4,4,10,At Risk
CLR-00776,33,6,694.49,4,3,3,10,Loyal Customers
CLR-00777,205,10,1212.89,2,4,4,10,At Risk
CLR-00779,217,5,752.22,2,2,3,7,Lost
CLR-00780,53,15,1587.68,4,5,5,14,Champions
CLR-00781,28,3,457.14,5,2,2,9,New Customers
CLR-00782,110,1,67.12,3,1,1,5,Other
CLR-00783,60,2,109.74,4,1,1,6,New Customers
CLR-00784,263,3,264.78,2,2,2,6,Lost
CLR-00785,462,3,205.86,1,2,1,4,Lost
CLR-00786,188,3,322.87,2,2,2,6,Lost
CLR-00787,336,1,47.9,2,1,1,4,Lost
CLR-00788,61,20,1718.22,4,5,5,14,Champions
CLR-00789,121,5,1069.21,3,2,4,9,Potential Loyalists
CLR-00790,411,1,47.84,1,1,1,3,Lost
CLR-00791,21,9,971.52,5,4,4,13,Champions
CLR-00792,43,9,708.84,4,4,3,11,Loyal Customers
CLR-00794,20,9,1180.04,5,4,4,13,Champions
CLR-00795,14,3,198.05,5,2,1,8,New Customers
CLR-00796,232,9,1479.29,2,4,5,11,At Risk
CLR-00797,13,2,461.6,5,1,2,8,New Customers
CLR-00798,60,5,1030.25,4,2,4,10,New Customers
CLR-00799,380,7,843.01,2,3,3,8,At Risk
CLR-00800,46,5,414.14,4,2,2,8,New Customers
CLR-00801,63,20,2083.84,4,5,5,14,Champions
CLR-00802,29,12,1653.1,5,4,5,14,Champions
CLR-00803,512,12,1515.04,1,4,5,10,At Risk
CLR-00804,118,1,267.8,3,1,2,6,Potential Loyalists
CLR-00805,203,3,303.08,2,2,2,6,Lost
CLR-00806,394,2,133.25,1,1,1,3,Lost
CLR-00807,88,27,3161.11,3,5,5,13,Loyal Customers
CLR-00808,10,11,1316.9,5,4,4,13,Champions
CLR-00809,591,7,761.6,1,3,3,7,At Risk
CLR-00810,1,13,1592.84,5,5,5,15,Champions
CLR-00811,28,2,110.96,5,1,1,7,New Customers
CLR-00812,369,3,287.24,2,2,2,6,Lost
CLR-00813,119,12,964.69,3,4,4,11,Loyal Customers
CLR-00814,527,13,1084.3,1,5,4,10,At Risk
CLR-00815,956,2,120.22,1,1,1,3,Lost
CLR-00816,129,5,439.86,3,2,2,7,Potential Loyalists
CLR-00817,32,3,258.52,4,2,2,8,New Customers
CLR-00818,40,3,266.84,4,2,2,8,New Customers
CLR-00819,802,3,227.68,1,2,1,4,Lost
CLR-00820,366,11,1581.99,2,4,5,11,At Risk
CLR-00822,183,4,218.97,2,2,1,5,Lost
CLR-00823,225,12,2023.51,2,4,5,11,At Risk
CLR-00824,73,18,2023.38,3,5,5,13,Loyal Customers
CLR-00825,10,16,1978.17,5,5,5,15,Champions
CLR-00826,133,8,1027.65,3,3,4,10,Loyal Customers
CLR-00827,563,8,1146.53,1,3,4,8,At Risk
CLR-00828,32,17,1711.2,4,5,5,14,Champions
CLR-00829,572,2,156.75,1,1,1,3,Lost
CLR-00830,4,3,188.48,5,2,1,8,New Customers
CLR-00831,28,9,802.44,5,4,3,12,Loyal Customers
CLR-00832,101,6,577.2,3,3,3,9,Loyal Customers
CLR-00833,71,1,176.31,3,1,1,5,Other
CLR-00834,73,8,752.8,3,3,3,9,Loyal Customers
CLR-00835,354,4,289.57,2,2,2,6,Lost
CLR-00836,310,9,1143.16,2,4,4,10,At Risk
CLR-00837,40,18,1847.18,4,5,5,14,Champions
CLR-00838,250,4,309.09,2,2,2,6,Lost
CLR-00839,327,5,595.98,2,2,3,7,Lost
CLR-00840,59,11,1040.58,4,4,4,12,Champions
CLR-00841,1,3,512.91,5,2,2,9,New Customers
CLR-00842,408,2,190.65,1,1,1,3,Lost
CLR-00843,37,3,293.94,4,2,2,8,New Customers
CLR-00844,90,15,2006.65,3,5,5,13,Loyal Customers
CLR-00845,11,11,1699.12,5,4,5,14,Champions
CLR-00846,38,9,1911.36,4,4,5,13,Champions
CLR-00847,77,2,367.7,3,1,2,6,Potential Loyalists
CLR-00848,14,3,374.6,5,2,2,9,New Customers
CLR-00849,92,13,1599.02,3,5,5,13,Loyal Customers
CLR-00850,170,2,402.75,2,1,2,5,Lost
CLR-00851,220,2,276.43,2,1,2,5,Lost
CLR-00852,42,35,3732.61,4,5,5,14,Champions
CLR-00853,419,5,511.21,1,2,2,5,Lost
CLR-00854,10,11,1726.98,5,4,5,14,Champions
CLR-00855,279,3,480.6,2,2,2,6,Lost
CLR-00856,514,14,1526.78,1,5,5,11,At Risk
CLR-00857,203,5,477.76,2,2,2,6,Lost
CLR-00858,163,18,2090.33,3,5,5,13,Loyal Customers
CLR-00859,74,19,1955.88,3,5,5,13,Loyal Customers
CLR-00860,50,20,3360.52,4,5,5,14,Champions
CLR-00861,201,3,353.75,2,2,2,6,Lost
CLR-00862,533,4,434.61,1,2,2,5,Lost
CLR-00863,39,20,2238.1,4,5,5,14,Champions
CLR-00864,229,2,113.8,2,1,1,4,Lost
CLR-00865,112,21,2827.3,3,5,5,13,Loyal Customers
CLR-00867,86,9,1261.87,3,4,4,11,Loyal Customers
CLR-00868,288,7,1134.49,2,3,4,9,At Risk
CLR-00869,29,3,420.6,5,2,2,9,New Customers
CLR-00870,533,5,844.53,1,2,3,6,Lost
CLR-00872,126,12,1173.76,3,4,4,11,Loyal Customers
CLR-00873,443,9,763.09,1,4,3,8,At Risk
CLR-00874,306,4,334.6,2,2,2,6,Lost
CLR-00875,413,11,942.93,1,4,4,9,At Risk
CLR-00876,12,26,4030.52,5,5,5,15,Champions
CLR-00877,646,3,392.63,1,2,2,5,Lost
CLR-00878,339,4,491.48,2,2,2,6,Lost
CLR-00879,6,10,884.11,5,4,3,12,Loyal Customers
CLR-00880,17,35,3676.52,5,5,5,15,Champions
CLR-00881,318,6,550.65,2,3,3,8,At Risk
CLR-00882,28,1,107.8,5,1,1,7,New Customers
CLR-00883,29,1,231.03,5,1,1,7,New Customers
CLR-00884,4,26,2758.31,5,5,5,15,Champions
CLR-00885,553,9,1085.08,1,4,4,9,At Risk
CLR-00886,235,7,975.82,2,3,4,9,At Risk
CLR-00887,324,5,746.22,2,2,3,7,Lost
CLR-00888,471,3,310.7,1,2,2,5,Lost
CLR-00889,446,1,179.9,1,1,1,3,Lost
CLR-00890,28,10,1247.58,5,4,4,13,Champions
CLR-00891,33,41,5363.75,4,5,5,14,Champions
CLR-00892,71,10,849.49,3,4,3,10,Loyal Customers
CLR-00893,131,3,305.63,3,2,2,7,Potential Loyalists
CLR-00894,43,14,1916.33,4,5,5,14,Champions
CLR-00895,33,10,1683.52,4,4,5,13,Champions
CLR-00896,1068,1,40.53,1,1,1,3,Lost
CLR-00897,95,5,648.29,3,2,3,8,Potential Loyalists
CLR-00898,78,8,1274.12,3,3,4,10,Loyal Customers
CLR-00899,525,11,1249.73,1,4,4,9,At Risk
CLR-00900,106,5,578.05,3,2,3,8,Potential Loyalists
CLR-00901,759,1,87.84,1,1,1,3,Lost
CLR-00902,68,4,350.14,4,2,2,8,New Customers
CLR-00903,521,3,434.36,1,2,2,5,Lost
CLR-00904,8,6,676.58,5,3,3,11,Loyal Customers
CLR-00905,144,16,1994.76,3,5,5,13,Loyal Customers
CLR-00906,31,1,38.32,4,1,1,6,New Customers
CLR-00907,21,4,348.85,5,2,2,9,New Customers
CLR-00908,367,6,1016.79,2,3,4,9,At Risk
CLR-00909,55,2,237.24,4,1,1,6,New Customers
CLR-00910,15,28,3358.67,5,5,5,15,Champions
CLR-00911,648,1,42.42,1,1,1,3,Lost
CLR-00912,42,17,1627.86,4,5,5,14,Champions
CLR-00913,715,2,210.73,1,1,1,3,Lost
CLR-00914,70,10,1651.24,4,4,5,13,Champions
CLR-00915,11,14,2032.2,5,5,5,15,Champions
CLR-00916,86,9,837.35,3,4,3,10,Loyal Customers
CLR-00917,10,6,626.18,5,3,3,11,Loyal Customers
CLR-00918,94,10,1081.76,3,4,4,11,Loyal Customers
CLR-00919,588,1,137.8,1,1,1,3,Lost
CLR-00920,165,3,243.2,2,2,1,5,Lost
CLR-00921,108,4,240.31,3,2,1,6,Other
CLR-00922,36,6,709.78,4,3,3,10,Loyal Customers
CLR-00923,535,4,299.6,1,2,2,5,Lost
CLR-00924,93,23,2529.41,3,5,5,13,Loyal Customers
CLR-00925,95,3,372.12,3,2,2,7,Potential Loyalists
CLR-00926,83,19,2177.08,3,5,5,13,Loyal Customers
CLR-00927,407,5,581.35,1,2,3,6,Lost
CLR-00928,62,10,1022.78,4,4,4,12,Champions
CLR-00929,238,15,1516.17,2,5,5,12,At Risk
CLR-00930,5,15,1660.3,5,5,5,15,Champions
CLR-00931,9,1,42.42,5,1,1,7,New Customers
CLR-00932,4,1,80.9,5,1,1,7,New Customers
CLR-00933,209,3,328.65,2,2,2,6,Lost
CLR-00934,722,1,70.46,1,1,1,3,Lost
CLR-00935,651,2,508.23,1,1,2,4,Lost
CLR-00936,164,4,446.8,2,2,2,6,Lost
CLR-00937,50,8,959.67,4,3,4,11,Loyal Customers
CLR-00938,768,2,160.8,1,1,1,3,Lost
CLR-00939,995,1,63.12,1,1,1,3,Lost
CLR-00940,62,6,519.32,4,3,2,9,Potential Loyalists
CLR-00941,266,4,414.64,2,2,2,6,Lost
CLR-00942,9,11,1060.16,5,4,4,13,Champions
CLR-00943,129,12,1852.0,3,4,5,12,Loyal Customers
CLR-00944,20,3,116.74,5,2,1,8,New Customers
CLR-00945,591,1,146.9,1,1,1,3,Lost
CLR-00946,442,16,1432.85,1,5,4,10,At Risk
CLR-00947,402,6,1018.86,1,3,4,8,At Risk
CLR-00948,131,12,1193.43,3,4,4,11,Loyal Customers
CLR-00949,45,13,1198.3,4,5,4,13,Champions
CLR-00950,60,17,1602.25,4,5,5,14,Champions
CLR-00951,43,25,2664.05,4,5,5,14,Champions
CLR-00952,28,8,931.86,5,3,4,12,Loyal Customers
CLR-00953,568,5,586.54,1,2,3,6,Lost
CLR-00954,665,6,816.97,1,3,3,7,At Risk
CLR-00955,146,7,554.2,3,3,3,9,Loyal Customers
CLR-00956,37,13,1355.86,4,5,4,13,Champions
CLR-00957,29,5,638.66,5,2,3,10,New Customers
CLR-00958,50,9,1202.15,4,4,4,12,Champions
CLR-00959,566,5,967.97,1,2,4,7,Lost
CLR-00960,251,7,1037.94,2,3,4,9,At Risk
CLR-00961,69,13,1566.29,4,5,5,14,Champions
CLR-00962,15,12,1159.15,5,4,4,13,Champions
CLR-00963,2,5,731.4,5,2,3,10,New Customers
CLR-00964,49,9,1144.9,4,4,4,12,Champions
CLR-00965,6,8,1239.09,5,3,4,12,Loyal Customers
CLR-00966,110,17,1438.35,3,5,4,12,Loyal Customers
CLR-00968,406,3,531.6,1,2,3,6,Lost
CLR-00969,232,4,542.74,2,2,3,7,Lost
CLR-00970,154,3,269.63,3,2,2,7,Potential Loyalists
CLR-00971,18,8,866.97,5,3,3,11,Loyal Customers
CLR-00972,50,32,4605.19,4,5,5,14,Champions
CLR-00973,144,3,265.02,3,2,2,7,Potential Loyalists
CLR-00974,552,4,674.65,1,2,3,6,Lost
CLR-00975,21,2,325.92,5,1,2,8,New Customers
CLR-00977,27,5,653.12,5,2,3,10,New Customers
CLR-00978,484,11,1519.67,1,4,5,10,At Risk
CLR-00979,113,10,1274.41,3,4,4,11,Loyal Customers
CLR-00980,307,7,700.35,2,3,3,8,At Risk
CLR-00981,534,3,432.36,1,2,2,5,Lost
CLR-00982,43,4,503.99,4,2,2,8,New Customers
CLR-00983,156,2,741.5,3,1,3,7,Potential Loyalists
CLR-00984,448,8,686.24,1,3,3,7,At Risk
CLR-00985,21,1,171.92,5,1,1,7,New Customers
CLR-00986,106,7,487.95,3,3,2,8,Potential Loyalists
CLR-00987,246,1,246.9,2,1,1,4,Lost
CLR-00988,402,22,1903.8,1,5,5,11,At Risk
CLR-00989,212,3,329.69,2,2,2,6,Lost
CLR-00990,325,6,1053.45,2,3,4,9,At Risk
CLR-00991,67,24,2267.13,4,5,5,14,Champions
CLR-00992,178,8,938.86,2,3,4,9,At Risk
CLR-00993,681,1,59.8,1,1,1,3,Lost
CLR-00994,115,1,318.9,3,1,2,6,Potential Loyalists
CLR-00995,60,15,1975.24,4,5,5,14,Champions
CLR-00996,561,2,101.02,1,1,1,3,Lost
CLR-00997,76,6,801.21,3,3,3,9,Loyal Customers
CLR-00998,40,13,1657.16,4,5,5,14,Champions
CLR-00999,525,6,485.93,1,3,2,6,Other
CLR-01000,5,7,809.35,5,3,3,11,Loyal Customers
CLR-01001,91,4,587.54,3,2,3,8,Potential Loyalists
CLR-01002,24,24,2765.33,5,5,5,15,Champions
CLR-01003,278,6,529.85,2,3,2,7,Other
CLR-01004,13,3,170.35,5,2,1,8,New Customers
CLR-01005,68,3,233.51,4,2,1,7,New Customers
CLR-01006,50,17,2236.09,4,5,5,14,Champions
CLR-01007,694,7,740.8,1,3,3,7,At Risk
CLR-01008,44,3,314.89,4,2,2,8,New Customers
CLR-01009,2,18,2069.9,5,5,5,15,Champions
